Name,DOB,SSN,Zip,Workclass,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country,Target,Age,Capital Gain,Capital Loss
Sadye Garrold,4/26/1962,741-69-6899,87444,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,61,0,0
Sascha Gooderson,2/20/1994,212-68-3396,10053,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,29,0,0
Amil Knowles,9/13/1970,563-15-5657,47702,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,53,0,0
Joby Senussi,5/9/1992,608-22-9929,40628,Private,12th,8,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,31,0,0
Roderich Linford,6/9/1952,273-97-5598,17255,,Some-college,10,Never-married,,Own-child,White,Male,22,United-States,<=50K,71,0,0
Coreen Gass,9/28/1955,780-03-7122,82270,State-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,68,0,0
Nerti Taunton.,9/24/2001,769-13-0094,53122,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,22,0,0
Della Janks,6/21/2004,394-82-5110,44327,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,United-States,<=50K,19,0,0
Laurena Ramelot,6/12/2002,700-03-1843,26149,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,21,0,0
Heloise Bondy,8/23/1999,763-52-6996,74446,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,25,United-States,<=50K,24,0,0
Gabriella Willgoose,11/9/1950,240-84-0556,61366,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,<=50K,73,0,0
Liesa McCullagh,6/7/2009,731-71-5040,42719,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,14,0,0
Kissee Hughland,6/15/1989,834-27-1159,35629,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,34,0,0
Erny Dagless,12/1/2007,224-30-8355,83266,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,80,United-States,>50K,16,0,0
Lamond Crozier,2/17/2010,382-61-9464,17729,Private,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,40,Dominican-Republic,<=50K,13,0,0
Urban Barney,7/14/1970,362-73-8502,23204,Private,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,99,,<=50K,53,0,0
Augie Bickley,8/16/1991,478-06-7485,3849,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,>50K,32,0,0
Kay Pllu,6/12/1970,250-75-5834,45978,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,53,0,0
Chiquita Tomaskunas,2/29/2004,841-78-1424,20569,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,19,0,0
Dniren Danev,1/3/1982,352-23-4668,71969,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,41,0,0
Cary Hanshawe,11/13/1957,291-15-6254,96869,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,66,0,0
Sibbie Genicke,12/6/1994,495-18-3074,67280,,Assoc-acdm,12,Widowed,,Not-in-family,White,Female,40,United-States,<=50K,29,0,0
Rivy Griggs,7/11/1985,410-09-7175,8931,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,38,0,0
Sascha Georgeau,8/15/1999,835-70-1838,86945,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,24,0,0
Katrina Bedome,11/12/2000,884-91-7043,32372,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K,23,0,0
Jena Burnhard,5/4/1959,706-46-0444,1723,,Some-college,10,Never-married,,Own-child,White,Male,40,United-States,<=50K,64,0,0
Janenna Gullivan,1/3/1991,791-09-0040,60302,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,32,0,0
Reube Izatson,3/7/1962,151-21-7402,4262,,Some-college,10,Married-civ-spouse,,Husband,White,Male,20,United-States,<=50K,61,3432,0
Mose Doers,10/5/1987,801-57-1394,43259,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,36,0,0
Ray Detoile,8/10/1987,770-56-2041,57740,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,40,Dominican-Republic,<=50K,36,0,0
Yetta Dobson,10/6/1968,466-37-3610,48712,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,55,0,0
Glenna Barley,5/28/1972,878-30-4397,70455,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,30,United-States,<=50K,51,0,0
Noland Junkin,7/26/1978,481-21-2452,27057,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,45,0,0
Doreen Bettaney,7/13/1959,470-42-9291,82081,Self-emp-not-inc,1st-4th,2,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,65,United-States,<=50K,64,0,0
Aggie Mordue,3/7/1956,627-37-7288,5597,Self-emp-inc,Some-college,10,Never-married,Sales,Own-child,White,Female,35,United-States,<=50K,67,0,0
Agnella Nurcombe,7/1/1980,448-14-4993,63092,,Assoc-voc,11,Married-civ-spouse,,Wife,White,Female,15,United-States,<=50K,43,0,0
Oberon Sands-Allan,4/17/2006,339-15-9350,46950,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,17,0,0
Arturo Quick,6/24/2004,433-24-7650,91615,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,19,0,0
Leticia Juszczyk,3/18/1999,304-70-0190,54375,State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,55,United-States,<=50K,24,0,0
Desiree Crate,2/27/1984,486-50-3024,56011,Private,12th,8,Never-married,Sales,Own-child,Black,Female,15,United-States,<=50K,39,0,0
Davide Whittam,3/5/1959,824-52-8728,32342,Private,Some-college,10,Married-spouse-absent,Sales,Own-child,Black,Female,20,United-States,<=50K,64,0,0
Emmery South,11/10/1972,587-89-5400,55114,,Assoc-acdm,12,Divorced,,Not-in-family,White,Female,35,United-States,<=50K,51,0,0
Hope Melladew,10/9/1974,696-90-6171,99574,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,49,0,0
Tabby Leynton,10/11/1951,535-10-5349,81424,Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,>50K,72,0,0
Lombard Barnfield,1/6/1981,551-58-8704,54183,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K,42,0,0
Genni Ullrich,6/26/1968,395-51-6697,98660,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,55,0,0
Hart O'Mailey,8/25/2008,830-22-6606,87460,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,15,5178,0
Benn Jerromes,11/23/1950,408-90-2504,47209,,Some-college,10,Separated,,Unmarried,White,Female,25,United-States,<=50K,73,0,0
Valentin Sutehall,6/23/1990,805-32-0572,2599,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,33,0,0
Ive Ibanez,3/14/1997,288-74-2502,27234,,7th-8th,4,Widowed,,Unmarried,White,Female,20,United-States,<=50K,26,0,0
Benni Seivertsen,12/19/1955,165-55-6764,6362,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,68,0,0
Graig Skull,4/18/1965,191-82-8217,33750,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,58,0,0
Eddy Helbeck,3/14/2012,837-80-3197,50890,Self-emp-not-inc,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,65,United-States,<=50K,11,0,0
Lauritz Pero,1/24/1979,400-97-5175,30935,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,44,0,0
Deana Klassman,5/1/1957,130-40-0747,83666,Self-emp-inc,Masters,14,Widowed,Exec-managerial,Unmarried,White,Female,99,United-States,<=50K,66,0,0
Hansiain O'Lunney,6/18/1996,881-08-4676,42377,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,28,United-States,<=50K,27,0,0
Fanny Egre,12/10/1978,671-60-9733,4345,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,40,Puerto-Rico,<=50K,45,0,0
Sigismondo Duns,10/5/2009,129-56-9422,54342,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,14,0,0
Jeanna Connar,1/12/1972,646-68-9520,48480,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,75,United-States,<=50K,51,2174,0
Bartlet Chicotti,6/22/1956,866-80-5758,93866,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,67,0,0
Gerianna Bellison,8/25/1970,836-10-3911,62424,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,>50K,53,0,0
Willard Vile,7/1/1999,740-94-5435,97994,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,80,United-States,<=50K,24,0,0
Blaire McCurt,3/17/1969,681-30-2447,49809,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,24,United-States,<=50K,54,0,0
Avictor Landrick,8/16/1964,738-90-6892,70842,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,44,United-States,<=50K,59,0,0
Aaron Earry,9/23/1950,737-78-6258,66530,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,73,0,0
Cherey Glanville,6/28/1966,808-93-6136,83277,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,57,0,0
Natka O'Fallon,4/1/1970,407-23-9775,52686,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,45,United-States,<=50K,53,0,0
Obadiah Van Leijs,6/21/2008,595-09-1787,44378,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,15,0,0
Keely Feldmesser,1/8/1973,690-79-0353,59948,Local-gov,Some-college,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,50,Germany,<=50K,50,0,0
Domingo Slocum,12/3/1992,614-21-5564,16024,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K,31,0,0
Dana Yablsley,9/16/1964,288-86-6894,40798,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K,59,0,0
Sonnie Birkby,6/18/1959,641-79-8401,95834,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K,64,0,0
Lionel Osgordby,2/15/1961,583-38-1217,36764,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,62,0,0
Lanie Tuite,8/26/2006,885-45-1370,32062,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,17,99999,0
Zea Keeri,12/19/1979,724-71-1892,21492,Self-emp-not-inc,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,44,0,0
Amalie Starkey,5/13/1960,312-51-3781,5580,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,63,0,0
Nan McMickan,2/17/1997,496-29-3273,18388,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,60,United-States,<=50K,26,0,0
Barton Joontjes,7/23/2001,713-19-5103,29563,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,22,0,0
Tamera Scotney,8/3/1953,739-83-4283,58532,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,16,United-States,<=50K,70,0,0
Dur Lusher,8/16/1992,500-52-0913,33829,Private,Some-college,10,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,31,0,0
Brittani Turbern,8/14/1974,517-20-7902,22100,Private,11th,7,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,49,0,0
Bogey Duding,9/7/1999,308-47-6365,7138,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,24,0,0
Jephthah Bortolini,10/7/2000,304-05-4710,4850,,Some-college,10,Never-married,,Other-relative,White,Male,40,United-States,<=50K,23,0,0
Lorens Malletratt,7/5/1986,201-64-5569,33401,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,37,0,0
Jason Dewhirst,3/14/1993,299-07-6481,79595,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,12,United-States,<=50K,30,0,0
Vic Coltman,1/12/2002,837-10-1972,31388,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,48,United-States,<=50K,21,0,0
Claudetta Podd,8/17/2011,538-51-0367,59336,,9th,5,Never-married,,Own-child,White,Male,40,United-States,<=50K,12,0,0
Albertine Oakenfall,9/17/1980,109-21-9931,16871,Local-gov,Bachelors,13,Never-married,Protective-serv,Own-child,White,Male,40,United-States,<=50K,43,0,0
Geraldine Aughtie,7/24/1997,809-17-3968,48592,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,>50K,26,0,0
Carmelita Carletto,3/19/1972,522-52-5268,95388,Private,Bachelors,13,Separated,Sales,Not-in-family,White,Female,50,United-States,>50K,51,0,0
Aldrich Raikes,10/5/1959,648-16-4425,40604,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,1,United-States,>50K,64,0,0
Suzy Barrott,12/2/1999,228-62-4973,46197,Without-pay,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,20,United-States,<=50K,24,2414,0
Rudolfo Moggle,10/1/1955,501-09-6737,73840,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,68,7688,0
Alissa Pounder,9/7/1982,660-56-9067,68108,Local-gov,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,41,0,0
Kristien Bednall,5/11/1995,225-85-7585,66261,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,28,0,0
Salvidor Edis,9/17/1998,469-30-3584,85237,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,25,0,0
Ammamaria Gethouse,1/9/1967,350-49-0443,81225,Private,HS-grad,9,Widowed,Handlers-cleaners,Other-relative,White,Female,48,United-States,<=50K,56,0,0
Neville Rounds,4/17/1990,870-10-8836,23056,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,33,0,0
Georgie Pergens,5/14/1999,781-07-8185,67695,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,24,0,0
Stephannie Enticknap,4/16/2012,227-10-0810,19781,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,11,4508,0
Derrik Clausewitz,10/3/1984,221-16-6525,19224,Federal-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,39,0,0
Hiram Villiers,7/1/1980,315-49-3656,25049,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,43,0,0
Reyna Peabody,5/15/1996,783-99-2272,86133,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,10,United-States,<=50K,27,0,0
Ophelie Clemenceau,11/6/1976,734-03-1830,97315,Private,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,47,3411,0
Morrie Capun,11/10/1996,611-57-5992,42505,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,40,United-States,<=50K,27,0,0
Nicky Udie,1/6/1995,848-82-8060,24757,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,28,0,0
Pamela Phaup,3/19/1956,392-97-0797,84239,Self-emp-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,67,0,0
Kendell Elsey,11/6/1958,827-69-1727,65785,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,65,0,0
Livvy Oulner,8/25/1969,750-05-5582,29492,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K,54,0,0
Cooper Argabrite,11/25/2008,783-06-5915,19754,State-gov,HS-grad,9,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,38,United-States,>50K,15,0,0
Ker Feldberger,7/13/2000,357-26-7576,17777,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,25,United-States,<=50K,23,0,0
Crystie Rideout,1/2/1970,787-89-4487,98456,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,53,0,1887
Shanan Bagnold,5/24/1968,543-16-9327,4229,,10th,6,Never-married,,Own-child,Black,Male,40,United-States,<=50K,55,0,0
Orsola Labram,9/7/1985,471-06-5006,58586,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,38,0,0
Franny Marchent,4/26/1970,358-35-4889,72930,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,53,0,0
Forrest Dermot,7/20/2006,454-34-9377,85229,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,40,Columbia,<=50K,17,0,0
Ker Rotlauf,7/12/1990,525-47-3321,1427,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,33,0,0
Nikolaus Hallbord,12/31/1998,522-91-1053,87926,,Some-college,10,Never-married,,Not-in-family,White,Female,43,United-States,<=50K,25,0,0
Jeffy Romanelli,12/5/1990,285-66-9584,74953,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,33,0,0
Merrill Tregidgo,10/26/1997,730-72-1901,6762,Local-gov,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K,26,0,0
Kerby Crennan,10/17/2003,484-92-3310,11101,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Male,35,United-States,<=50K,20,0,1602
Giordano Petschel,4/3/2008,866-38-2244,10501,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K,15,0,0
Ange Henriksson,3/1/2005,388-82-7942,98634,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K,18,0,0
Percival Hawyes,10/10/1950,236-17-5581,77523,,Some-college,10,Married-civ-spouse,,Husband,White,Male,10,United-States,>50K,73,0,0
Willis Fulop,9/24/1993,545-73-0450,63055,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,>50K,30,0,0
Kameko Hugin,1/16/1978,893-07-5939,95009,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,45,0,0
Dukey Benford,12/26/2004,491-99-4367,53484,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,19,0,0
Lowrance Audrey,4/23/1998,806-45-1843,50421,Private,Assoc-voc,11,Never-married,Priv-house-serv,Not-in-family,White,Male,25,United-States,<=50K,25,594,0
Sibbie Biner,6/23/1961,540-80-8726,32807,Federal-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,62,0,0
Kissiah Somerbell,1/21/1987,840-20-3062,56636,Private,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,36,0,0
Constance Grayham,12/3/1992,353-91-0661,18715,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K,31,0,0
Aurthur Orgee,3/5/1955,310-66-4250,4937,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K,68,0,0
Myrta Lubomirski,8/25/1977,348-58-0830,73567,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,Cuba,<=50K,46,0,0
Geoffry Keysall,10/26/1991,572-75-5566,91228,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,32,0,0
Deni Wraxall,1/31/2005,161-20-6960,28711,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,18,United-States,<=50K,18,0,0
Inger Patkin,1/27/1991,669-73-1031,34962,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,6,United-States,<=50K,32,0,0
Gloriana McDonand,10/29/1980,404-96-4308,79235,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,55,United-States,<=50K,43,0,0
Ginger Southwick,7/28/1996,585-36-2065,29325,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,27,3908,0
Danny Colaco,8/14/1953,536-01-5966,1662,Local-gov,Masters,14,Widowed,Prof-specialty,Unmarried,Black,Female,40,United-States,>50K,70,0,0
